bundle_id,condition,round,source,global_accuracy,global_macro_f1,global_loss,aggregation_duration_s,evaluation_duration_s,phase_duration_s,accuracy,f1_score,loss,fit_duration_s,train_duration_s
bundle_0002,flame_blind,57,server,0.6314896504920258,0.5984752245455793,1.0862079616478026,0.0030596256256103,0.2800652980804443,0.3059923648834228,,,,,
bundle_0002,flame_blind,58,server,0.6274177129284018,0.5932441831373181,1.224138255357176,0.0028765201568603,0.2566876411437988,0.2822418212890625,,,,,
bundle_0002,flame_blind,59,server,0.6314896504920258,0.6154451003758453,1.152801671592834,0.0036437511444091,0.2655928134918213,0.3025698661804199,,,,,
bundle_0002,flame_blind,60,server,0.5978961655921275,0.5938124242388628,1.243744266692525,0.0032887458801269,0.2765045166015625,0.3028004169464111,,,,,
bundle_0002,flame_blind,61,server,0.6521886664404479,0.6301864554440084,1.174346582097525,0.0034496784210205,0.3029520511627197,0.3298063278198242,,,,,
bundle_0002,flame_blind,62,server,0.661689854088904,0.6428350038378611,1.2063856587638118,0.003859519958496,0.2524092197418213,0.2888860702514648,,,,,
bundle_0002,flame_blind,63,server,0.6308109942314218,0.6281124640696881,1.077922850816906,0.0032064914703369,0.2458162307739257,0.2714929580688476,,,,,
bundle_0002,flame_blind,64,server,0.6532066508313539,0.6519244138850246,1.0171476350544184,0.0033798217773437,0.3641614913940429,0.3906593322753906,,,,,
bundle_0002,flame_blind,65,server,0.6749236511706821,0.6642888531841553,1.067785811254361,0.0036885738372802,0.2479269504547119,0.2739765644073486,,,,,
bundle_0002,flame_blind,66,server,0.6467594163556158,0.6455148374835257,1.01209662119979,0.0034098625183105,0.2787201404571533,0.3053340911865234,,,,,
bundle_0002,flame_blind,67,server,0.5788937902952155,0.5806921559395516,1.2189981197153952,0.0103740692138671,0.2525093555450439,0.2888884544372558,,,,,
bundle_0002,flame_blind,68,server,0.6806922293858161,0.6720952605633825,1.0003510220478784,0.0026843547821044,0.3094758987426758,0.3352632522583008,,,,,
bundle_0002,flame_blind,69,server,0.6599932134373939,0.6536398126313155,1.0024657674995892,0.0026154518127441,0.298203706741333,0.3238229751586914,,,,,
bundle_0002,flame_blind,70,server,0.6973193077706142,0.6832093805786834,1.015202470824077,0.0032439231872558,0.2558984756469726,0.2811014652252197,,,,,
bundle_0002,flame_blind,71,server,0.6491347132677299,0.6462176751454078,1.032138062041211,0.0021948814392089,0.2729408740997314,0.2977392673492431,,,,,
bundle_0002,flame_blind,72,server,0.677638276213098,0.6694513519738542,1.0222034810315077,0.0031847953796386,0.2771210670471191,0.3131775856018066,,,,,
bundle_0002,flame_blind,73,server,0.671530369867662,0.665724168399472,0.9598211179072468,0.0021452903747558,0.2446606159210205,0.2689487934112549,,,,,
bundle_0002,flame_blind,74,server,0.7085171360705802,0.6950139473148456,0.9811741699798656,0.0023226737976074,0.2563271522521972,0.2812249660491943,,,,,
bundle_0002,flame_blind,75,server,0.665422463522226,0.6606122655828618,0.9985900557886596,0.0028102397918701,0.2462272644042968,0.2712912559509277,,,,,
bundle_0002,flame_blind,76,server,0.7108924329826942,0.7074714578603009,0.913663190382798,0.0035362243652343,0.2480590343475341,0.2745170593261719,,,,,
bundle_0002,flame_blind,77,server,0.6834068544282321,0.6785641697110928,0.9624229744405394,0.0023162364959716,0.2483212947845459,0.2727630138397217,,,,,
bundle_0002,flame_blind,78,server,0.7207329487614523,0.7115216249325034,0.9782822087614425,0.0022289752960205,0.2490515708923339,0.2838943004608154,,,,,
bundle_0002,flame_blind,79,server,0.673566338649474,0.6708519529830758,0.9982353653145678,0.0044200420379638,0.3122999668121338,0.3390984535217285,,,,,
bundle_0002,flame_blind,80,server,0.7105531048523923,0.7072601664655802,0.9429712531766448,0.0022079944610595,0.2577724456787109,0.2834367752075195,,,,,
bundle_0002,flame_blind,81,server,0.6579572446555819,0.6578908946901056,1.0697228671495576,0.0028522014617919,0.2546591758728027,0.2804474830627441,,,,,
bundle_0002,flame_blind,82,server,0.7108924329826942,0.7109203093392967,0.9368339385830996,0.0062124729156494,0.2516160011291504,0.2803032398223877,,,,,
bundle_0002,flame_blind,83,server,0.7207329487614523,0.7182238633397388,1.0125465393066406,0.0021238327026367,0.2583169937133789,0.282470703125,,,,,
bundle_0002,flame_blind,84,server,0.7414319647098745,0.7377832408942934,0.8261518824654674,0.0058357715606689,0.2412235736846923,0.2713313102722168,,,,,
bundle_0002,flame_blind,85,server,0.7298948082796064,0.7272881746153322,0.9367374449938,0.0046124458312988,0.2425217628479004,0.2704253196716308,,,,,
bundle_0002,flame_blind,86,server,0.7115710892432983,0.7098503618972082,1.0007429663351035,0.0022850036621093,0.2563738822937011,0.2811076641082763,,,,,
